"topic","date","time","place","url","date published","article text"
"explosion","2023-05-14","16:32:00","{""Wharton"", ""Texas"", ""UnitedStates""}","https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmNsaWNrMmhvdXN0b24uY29tL25ld3MvbG9jYWwvMjAyMy8wNS8xNS8zLXBlb3BsZS1ob3NwaXRhbGl6ZWQtYWZ0ZXItc21hbGwtZXhwbG9zaW9uLWluc2lkZS1ydi1pbi13aGFydG9uL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en","Mon 15 May 2023 01:18:22","WHARTON, Texas – Three people were hospitalized with what Wharton police believe to be first or second-degree burns after a small explosion inside a RV Sunday.  According to Wharton police, they were dispatched to Fun Town RV located off US 59 at 4:32 p.m. in reference to a gas leak. When they arrived, they determined that a small explosion had happened in one of the RV’s being shown.  Police said management told them that they believe that the gas stove was left on accidentally and when a customer attempted to work the gas stove, possibly attempting to turn the gas off, an explosion occurred.  “While management does not believe the incident involves any criminality, we did want to make you aware of the situation as it occurred within Wharton,” the police department said on Facebook."
"explosion","2023-05-09","Not Discerned","Not Discerned","https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL25ld3MvbG9jYWwtbmV3cy9maXJlLWNoaWVmLTQtaHVydC1pbi1leHBsb3Npb24tYXQtbWFkaXNvbi1jb25kby1idWlsZGluZy_SAWtodHRwczovL3d3dy53ZWFyZWdyZWVuYmF5LmNvbS9uZXdzL2xvY2FsLW5ld3MvZmlyZS1jaGllZi00LWh1cnQtaW4tZXhwbG9zaW9uLWF0LW1hZGlzb24tY29uZG8tYnVpbGRpbmcvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en","Sun 14 May 2023 19:19:51","MADISON, Wis. (AP) — Four people were injured in an apparent explosion at a Madison condominium building Tuesday evening, the city’s fire chief said.  One person was taken to an area hospital by ambulance, and three other people transported themselves for treatment of minor injuries, Madison Fire Chief Chris Carbon said.  City of Madison Fire Department  City of Madison Fire Department  City of Madison Fire Department  City of Madison Fire Department  There are no reports of any missing people, but firefighters were searching the rubble to make sure no one else was inside, Carbon said.  The building is no longer habitable, Carbon said.  The explosion occurred around 6 p.m., he said.  One of the units in the building was believed to be the origin of the explosion, and Carbon said at least six units were affected. The entire building was uninhabitable, Carbon said."
"explosion","2023-05-14","22:30:00","{""Philadelphia"", ""Pennsylvania"", ""UnitedStates""}","https://news.google.com/rss/articles/CBMidGh0dHBzOi8vY2x1dGNocG9pbnRzLmNvbS9jZWx0aWNzLW5ld3MtamF5c29uLXRhdHVtcy01MS1wb2ludC1leHBsb3Npb24tZHJhd3MtbGVicm9uLWphbWVzLWNvbXBhcmlzb24tZnJvbS1kb2Mtcml2ZXJz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en","Sun 14 May 2023 23:30:55","James is a published author, sports writer and editor from Melbourne, Australia. 'Sport's Greatest Statistical Anomalies' is his book, and aside from being a BRILLIANT read, is testament to his love of all things sport, and in particular stats. A Nets fan, James yearns for the days of yesteryear, when playoffs were all but irrelevant and the likes of Caris Levert and Jarrett Allen were running the show.  Philadelphia 76ers coach Doc Rivers has been on the wrong end of plenty of dominant Game 7 performances, but Jayson Tatum’s explosion on Sunday night ranks right at the top, according to the man himself.  Tatum was simply unstoppable in the series-deciding matchup, putting up a mammoth 51 points on 17-28 shooting while also grabbing 13 boards and dishing out five assists en route to a 112-88 victory. James Harden faltered – again – and so too did Joel Embiid, but Tatum was the clear difference-maker throughout the course of the game.  In the wake of the defeat, Tatum’s performance was ranked by Rivers as one of the absolute best, saying that the only game which compares was LeBron James’ Game 6 effort against his Boston Celtics in 2012.  Live and breathe the NBA? 🚨 Get viral NBA graphics, memes, rumors and trending news delivered right to your inbox with the Clutch Newsletter. SUBSCRIBE NOW 🔥  The Celtics entered that matchup against James’ Miami Heat up 3-2 having won three games in a row, and had a chance to close out the Eastern Conference Finals matchup on their home floor. But James had other ideas. He hit an incredible 19 of his 26 shots, ending the game with 45 points, 15 rebounds and five assists to lead the Heat to victory.  11 years on, clearly Doc Rivers hasn’t forgotten that night, and it doesn’t appear likely that he’ll forget this one in a hurry either. His Game 7 record of 6-10 will be the subject of plenty of discussion over the coming days, and rightly or wrongly, will no doubt have plenty of aggrieved Sixers fans politely suggesting their team finds a new coach.  Incidentally, after LeBron James’ historic performance in 2012, the Heat went on to win Game 7 and with it the series, before beating the Oklahoma City Thunder in five games to win the championship. The Celtics will be hoping that Jayson Tatum’s performance leads to the same result."
"explosion","2023-05-14","02:00:00","{""AnnArbor"", ""Michigan"", ""UnitedStates""}","https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3Lm1pY2hpZ2FuZGFpbHkuY29tL3Nwb3J0cy9iYXNlYmFsbC9iaWctaW5uaW5ncy1hbmQtdmV0ZXJhbi1wZXJmb3JtYW5jZXMtZWFybi1taWNoaWdhbi1zd2VlcC1hZ2FpbnN0LW5vcnRod2VzdGVybi_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en","Sun 14 May 2023 22:04:43","With a chance at an important conference series sweep on Sunday, the Michigan baseball team fell behind early. But a flurry of hard hit balls and two big innings from its senior leaders allowed it to crawl back and earn the decisive victory.  The Wolverines (26-22 overall, 13-8 Big Ten) prevailed on senior day behind the power of their bats to sweep Northwestern (8-38, 3-18) by a score of 15-5.  Coming off of a Big Ten Pitcher of the Week performance against Minnesota, senior left-hander Jacob Denner looked to stay hot on the mound. But, stymied early by the Wildcats’ offense, Michigan entered an early hole, giving up two runs quickly in the first inning.  With Denner unable to replicate his dominance from a week ago in the early innings, the Wolverines needed their bats to keep them in the game — and they delivered. In the bottom of the third inning the bats unleashed, as back-to-back doubles from graduate shortstop Cody Jefferis and senior second baseman Ted Burton drove in two RBI to bring Michigan within one run.  “I like a hot Teddy,” Michigan coach Tracy Smith said. “When he’s hot, he’s fun to watch. That’s what your older guys are supposed to do, is lead by example and through their play. He’s doing an excellent job of that.”  But the best was still to come for the Wolverines.  The next inning, senior third baseman Brandon Lawrence ignited a two-out onslaught with an RBI single, followed by home runs from Jefferis and Burton — Jefferis’ first homer of the season and Burton’s third in just this series. Michigan entered the bottom of the fourth down by one, but exited up by four.  After the early blows, the Wolverines used the crucial bottom of the fourth inning to retake all momentum, only needing to close out the rest of the game — and series.  Continuing that momentum, Denner’s pitching began to smooth, allowing just two more runs in the top of the seventh before handing off to senior right-hander John Torroella with a three run Michigan lead.  “Even with the hits, (Denner) didn’t give up much solid contact,” Smith said. “Following up his unbelievable performance from last week is what we’re gonna need him to do.”  While not equal to his career best performance last weekend, Denner still kept the Wolverines in position to hold their lead.  While the lead was safe at the time of Denner’s exit, it needed insurance. And that is where Jefferis re-enters the equation.  With the bases loaded in the bottom of the eighth inning, the senior roped a triple down the right field line. The hit scored all three runners, bolstering a six-run inning to close out a cycle performance at the plate for Jefferis.  “That really spread it open there,” Smith said. “Not only did it give him the cycle, but we were just saying, ‘Gosh, we need one more run just to kind of get away,’ … so the triple was big.”  He delivered the knockout shot. By piling on six runs in the seventh inning, Michigan had replicated and gone beyond what it did in its dominant fourth inning. The game was no longer in reach for Northwestern and the Wolverines achieved their lead on the backs of their seniors.  Earning the series sweep against the Wildcats is essential to Michigan’s hopes of another Big Ten Tournament run. And the final victory on Sunday shows that the Wolverines’ bats are heating up at just the right time."
"explosion","2023-05-14","Not Discerned","Not Discerned","https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3Lm1pcnJvci5jby51ay9uZXdzL3dvcmxkLW5ld3MvdGVycmlmeWluZy1tb21lbnQtZmlyZWJhbGwtZXJ1cHRzLW11c2hyb29tLTI5OTc4OTk30gFgaHR0cHM6Ly93d3cubWlycm9yLmNvLnVrL25ld3Mvd29ybGQtbmV3cy90ZXJyaWZ5aW5nLW1vbWVudC1maXJlYmFsbC1lcnVwdHMtbXVzaHJvb20tMjk5Nzg5OTcuYW1w?oc=5&hl=en-US&gl=US&ceid=US:en","Sun 14 May 2023 21:44:35","Huge fireball erupts into mushroom cloud over Ukraine as Russia attacks  Huge fireball erupts into mushroom cloud over Ukraine as Russia attacks  The video will auto-play soon 8 Cancel  Click to play Tap to play  A thick cloud of smoke was sent billowing into the skies above the city of Khmelnytskyi in Ukraine as Russia attacked with reported drones including four spotted in the centre  Terrifying moment fireball erupts into mushroom cloud over Ukraine as Russia attacks  Heart wrenching footage shows the moment a huge fireball erupts over Ukraine along with a thick smoke cloud after Russia struck once more.  The Kremlin is said to have sent 21 drones to attack the city of Khmelnytskyi with four managing to reach their target.  It highlights the latest big by Vladimir Putin to destroy Ukrainian ammunition before Volodymyr Zelensky orders his expected counteroffensive.  The mushroom-like explosion in Khmelnytskyi struck a depot storing missiles and ammunition, according to reports.  Ukraine denied Russian reports that the strike caused significant losses to the armed forces.  Instead, Ukraine revealed 21 casualties, with two requiring hospital treatment.  The others required outpatient care.  Image: Social media/e2w) Social media/e2w)  Four drones are believed to have attacked the facility in central Ukraine.  Khmelnytskyi Mayor Oleksandr Simchyshyn reported that there were no hits in the city itself.  But educational and medical institutions, administrative buildings, industrial facilities, high-rise buildings and private residences were damaged by the blasts.  Image: Social media/e2w) Social media/e2w) Image: Social media/e2w) Social media/e2w)  A Russian pro-war source said: “We are seeking to destroy the weapons and ammunition stockpiled by Ukraine from NATO countries.  “This is a big strike but we need more because we know Ukraine now has superior military firepower to us in many areas.”  Ukrainian air force spokesman Yuriy Ihnat said: “Unfortunately, not all drones were destroyed that night – 17 out of 21 UAVs.  “There are four hits in Khmelnytskyi region.”  Residents reported windows and roofs blown off houses."
"explosion","2023-05-13","22:00:00","{""Carrollton"", ""Texas"", ""UnitedStates""}","https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vaW5zaWRldGhlbG91ZGhvdXNlLmNvbS8yMDIzLzA1LzE0L3N5cmFjdXNlLWJhc2tldGJhbGwtNC1zdGFyLXBnLXdhbnRzLXZpc2l0LWV4cGxvc2l2ZS1hYXUtc2NvcmVyL9IBbWh0dHBzOi8vaW5zaWRldGhlbG91ZGhvdXNlLmNvbS8yMDIzLzA1LzE0L3N5cmFjdXNlLWJhc2tldGJhbGwtNC1zdGFyLXBnLXdhbnRzLXZpc2l0LWV4cGxvc2l2ZS1hYXUtc2NvcmVyL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en","Sun 14 May 2023 20:00:29","Syracuse basketball recruiting target Mikey Lewis has picked up right where he left off last month on the AAU circuit.  The 6-foot-3 Lewis, a 2024 four-star point guard who received an Orange scholarship offer in late April, has put up several massive performances this weekend in grassroots basketball. That’s after he displayed his elite scoring prowess last month amid two NCAA live periods on the AAU circuit.  In his first two games this weekend, Lewis combined for 55 points in just 48 minutes of total action. He led his squad, the Oakland, Calif.-based Oakland Soldiers in Nike’s EYBL league, to a pair of blowout wins.  2024 Oakland Soldiers (CA) G Mikey Lewis (@MikeyLewis05): 29 PTS (5 3PTM), 5 REB, 2 AST in a win over The Family @Soldiers_Salute #EYBL Top performers ⤵️https://t.co/2gG4Pvehr5 pic.twitter.com/ANTGDWYp0Y — The Circuit (@TheCircuit) May 13, 2023  So far this spring in grassroots basketball, Lewis has proven one of the top all-around performers across all of the shoe-sponsored AAU leagues.  Syracuse basketball 2024 four-star target Mikey Lewis is a scoring machine.  This past Friday through Sunday, the EYBL is holding its third spring session at the Southwest Athletic Center in Carrollton, Texas.  According to the EYBL Web site, on Friday evening, the Oakland Soldiers defeated the Detroit-based The Family, 79-67.  In 28 minutes, Lewis tallied 29 points, five rebounds and two assists. He connected on 9-of-16 from the field, 5-of-10 from beyond the arc and 6-of-6 from the free-throw line.  On Saturday morning, the Oakland Soldiers crushed the Miami-based Nightrydas Elite by a final count of 91-70. In this victory, Lewis recorded 26 points, three boards, one assist and three steals in only 20 minutes.  He hit on 8-of-14 from the field, 5-of-8 from downtown and 5-of-5 from the charity stripe.  In late April, when the EYBL held two sessions during live periods, Lewis produced scoring outbursts of 34 points, 22 points, 22 points, 23 points and 28 points, among others.  During the first live-period session last month, at the LakePoint Champions Center in Emerson, Ga., he led the EYBL in scoring at 25.3 points per contest.  This spring, through his first 10 games on the AAU circuit, Lewis is averaging 21.5 points, 4.5 rebounds, 2.5 assists and 28.1 minutes per game, while connecting on 46.1 percent from the field, 45.5 percent from 3-point land and 85.9 percent from the free-throw line. That’s impressive.  In his games on Saturday night and Sunday morning, Lewis scored 11 points and 6 points, respectively, over a combined 47 minutes. The Oakland Soldiers went 1-1 in these contests.  April Live Period All-Circuit Team: 3rd Team 🥉 Mikey Lewis // Oakland Soldiers (CA) FULL AWARDS 👇🏾https://t.co/L66ke86XHK pic.twitter.com/jAAPXWyC7D — The Circuit (@TheCircuit) May 10, 2023  Lewis is a junior at Accelerated Prep in Lakewood, Colo. Last month, he was offered an Orange scholarship by Syracuse basketball assistant coach Brenden Straughn. According to media reports, the ‘Cuse coaching staff was in attendance for Lewis during the live periods in late April.  Since getting an Orange offer, Lewis has said in at least two interviews that he wants to visit the Hill at some point in the future.  Besides Syracuse basketball, his growing offer sheet includes LSU, California, TCU, Providence, Arizona State, Colorado State, Illinois, Washington State, 2023 NCAA Tournament runner-up San Diego State and Wyoming, among others.  At this juncture, Rivals.com has Lewis at No. 69 overall in the 2024 class. The industry-generated 247Sports Composite places him at No. 124 nationally, No. 16 at point guard and No. 1 in Colorado.  The industry-generated On3 Industry Ranking puts Lewis at No. 138 nationwide, No. 14 at combo guard and No. 1 in Colorado.  I’m highly confident that, in the near future, Lewis will see his national rankings in the junior cycle soar."
"explosion","2023-05-05","Not Discerned","Not Discerned","https://news.google.com/rss/articles/CBMidWh0dHBzOi8vbGVhcm5pbmdlbmdsaXNoLnZvYW5ld3MuY29tL2Evc2NpZW50aXN0cy1vYnNlcnZlLWR5aW5nLXN0YXItc3dhbGxvd2luZy1wbGFuZXQtZm9yLXRoZS1maXJzdC10aW1lLzcwODQyMzYuaHRtbNIBd2h0dHBzOi8vbGVhcm5pbmdlbmdsaXNoLnZvYW5ld3MuY29tL2FtcC9zY2llbnRpc3RzLW9ic2VydmUtZHlpbmctc3Rhci1zd2FsbG93aW5nLXBsYW5ldC1mb3ItdGhlLWZpcnN0LXRpbWUvNzA4NDIzNi5odG1s?oc=5&hl=en-US&gl=US&ceid=US:en","Sun 14 May 2023 22:02:32","Scientists say they have observed a dying star swallowing a planet for the first time.  Astronomers recently reported the observation of what appeared to be a large gas planet being eaten up by its aging star. The team said the sun-like star had been expanding for a very long time and finally got so big that it swallowed the nearby planet.  The researchers who made the observations said the star is in our Milky Way galaxy, about 12,000 light years from Earth. A light year is the distance light travels in a year – about 9.5 trillion kilometers. The findings were recently reported in a study published in Nature.  Most planets are believed to meet the end of their life when the star they are orbiting runs out of energy. This process causes the star to turn into a “red giant” that grows very large. The star can then swallow up the planet, and anything else that nears it.  The scientists say the planet’s destruction happened between 10,000 and 15,000 years ago near the Aquila constellation. At that time, the star was around 10 billion years old. The team said the swallowing event created a hot explosion of light, followed by a large release of dust that shot out into space.  Kishalay De is a researcher from the Massachusetts Institute of Technology. He discovered the light explosion by accident in 2020. He was examining data captured by the Palomar Observatory, based near San Diego, California.  De said he was surprised to observe a star that had suddenly increased in brightness by more than 100 times over a period of 10 days. He had been searching for binary star systems. These are sets of two stars that orbit around a common center of mass. When the larger of the stars takes bites out of the other, a bright explosion called an “outburst” happens.  But De said his examinations suggested the outburst was surrounded by cold gas, meaning it could not be a binary system. He learned from another space telescope that the star had also started releasing large amounts of dust months before the outburst.  While scientists had observed past star expansions, this was the first time they have been able to observe a complete planet-swallowing event.  The researchers said the collected data showed the swallowed planet was a “gas giant” with a similar mass to the planet Jupiter. They noted that the planet had become so close to its star that it could complete a full orbit in just one day.  The planet is believed to have “engulfed” the planet over a period of around 100 days, the team said. The bright explosion happened in the final 10 days as the planet was totally destroyed.  Miguel Montarges is an astronomer at the Paris Observatory who was not involved in the research. He told the French news agency AFP the star was thousands of degrees hotter than the planet when the destruction happened. He explained, ""It's like putting an ice cube into a boiling pot.""  Astronomers say the same event is expected to happen to other planets – including Mercury, Venus and Earth. De said our sun will likely reach its red giant period in about 5 billion years.  Astronomers do not know if more planets are circling the star at a safer distance. If so, De said they may have thousands of years before also getting swallowed up.  Now that they know what to look for, the researchers will be looking for more similar events. They believe thousands of planets around other stars will likely suffer the same fate as this one did.  Morgan MacLeod is a postdoctoral researcher at the Harvard-Smithsonian Center for Astrophysics in Massachusetts. He told Reuters news agency he finds it “humbling” to think about our own planet facing the same destruction. MacLeod noted that since Earth is much smaller, its destruction will not cause such an outburst.  “When Earth is eventually swallowed, the sun will hardly notice,"" he said.  I’m Bryan Lynn.  Reuters, The Associated Press and Agence France-Presse reported on this story. Bryan Lynn adapted the reports for VOA Learning English.  Quiz - Scientists Observe Dying Star Swallowing a Planet for the First Time Start the Quiz to find out Start Quiz  _______________________________________________________________  Words in This Story  outburst – n. a sudden, forceful expression of emotion in words or actions  engulf – v. to surround or completely cover someone or something  humble – adj. not proud or not believing that you are important  ___________________________________________________________________  What do you think of this story? We want to hear from you. We have a new comment system. Here is how it works:  Write your comment in the box. Under the box, you can see four images for social media accounts. They are for Disqus, Facebook, Twitter and Google. Click on one image and a box appears. Enter the login for your social media account. Or you may create one on the Disqus system. It is the blue circle with “D” on it. It is free.  Each time you return to comment on the Learning English site, you can use your account and see your comments and replies to them. Our comment policy is here."
"explosion","2023-05-10","Not Discerned","{""Lagos"", ""Lagos"", ""Nigeria""}","https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LnZhbmd1YXJkbmdyLmNvbS8yMDIzLzA1L3JlZnVyYmlzaGVkLWdhcy1jeWxpbmRlcnMtbmV4dC1ib21icy13YWl0aW5nLXRvLWV4cGxvZGUv0gFgaHR0cHM6Ly93d3cudmFuZ3VhcmRuZ3IuY29tLzIwMjMvMDUvcmVmdXJiaXNoZWQtZ2FzLWN5bGluZGVycy1uZXh0LWJvbWJzLXdhaXRpbmctdG8tZXhwbG9kZS9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en","Sun 14 May 2023 23:28:40","Cooking Gas  By Elizabeth Adegbesan  Nigerians have been given to improvisations since the turn of inflation and the economic crisis.  Most of the improvisations have saved them money and helped to keep heads above water.  However, the new way of boycotting the high cost of cooking gas cylinders may cost lives than it can save money.  Economy&Lifestyle discovered that the cost of gas cylinders has risen so high that it becomes difficult for average homes to afford and still fill them with gas.  The situation becomes worse when considering that the pump price of kerosene, which would have been an alternative, is prohibitive.  Checks show that the price of cylinders varies according to the sizes. A 3kg gas cylinder costs N14,000, 5kg-N16,000 6kg – N17,000 and 12.5kg costs N19,000. Filling the cylinders with cooking gas also costs N2,600 for 3kg, N5,200 for 6kg, N8,950 for 10.5kg and N10,650 for 12.5 kg.  This means that an average home with a worn-out 5kg will need N20,250 to buy a new one and fill it, which is hard to come by.  So, the resolve is to refurbish the old ones and still manage them. However, that is where the danger is.  Mrs. Rukayat Adesoji, a trader, said her gas cylinder got rusted and no longer stands erect since last month, but due to high cost of purchasing the cylinders, she took it to a welder who patched the legs, repainted it, and since then, she has been using it.  “My gas cylinder which was 6kg got rusted and no longer stands erect since last month. When I asked for the price, I was told it was N17, 500. I was discussing it with a friend who advised me to take it to a welder to paint it and construct a new stand. I heeded to her advice and at the end spent just N3, 000 to turn my cooking gas to a brand new.”  Apart from refurbishing cylinders, some people don’t even know when their cylinders will expire. Mrs. Mercy Opara, a hair stylist, fell in that category as she explained: “I am taking my gas cylinder to the welder to spray it for me. It just cost N1, 500. The cost of buying a new cylinder is high. I have been using my cylinder for over 7 years and I don’t even know the expiry date. I just pray God blesses me so that I can buy a new one. But this one I am managing will look neat after spraying it for another two years.”  Mr. Adekanbi Joseph, a wielder, said he paints cylinder and “To paint and rebuild a cylinder stand, I charge N4, 500. Many people come here to paint as a new cylinder is now very expensive to get.”  Explaining the danger in using refurbished cylinders, The Chief Executive Officer, FKT Cooking gas and general goods, Mr. Benjamin Hope said: “A brand new cylinder can explode if the locks are not well keyed after using and if the cylinder filled with gas was moved from one place.  “There are many reasons for the high cost of gas cylinders in Nigeria. One is the cost of importation due to the exchange rate. Another is the increased migration from the use of kerosene to cooking gas which has necessitated increased demand for gas cylinders.  “You know that in such a case there will be increased importation of cylinders.”"
"explosion","2023-05-15","10:00:00","{""Okinawa"", ""Okinawa"", ""Japan""}","https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5qYXBhbnRpbWVzLmNvLmpwL25ld3MvMjAyMy8wNS8xNS9uYXRpb25hbC9jcmltZS1sZWdhbC93b21hbi1hcnJlc3RlZC1icmluZ2luZy1hcHBhcmVudC1leHBsb3NpdmUtbmVhci11LXMtY29uc3VsYXRlLW9raW5hd2Ev0gEA?oc=5&hl=en-US&gl=US&ceid=US:en","Mon 15 May 2023 06:01:20","A 44-year-old woman was arrested on Monday after she approached the U.S. Consulate in Okinawa and said she was carrying a gunpowder-like substance, prompting the police to temporarily restrict traffic in the area, according to an investigative source.  No one was injured in the incident. The woman, who researches butterflies, resides in the southern island prefecture. She was arrested on suspicion of obstructing official duties, and the police are investigating her motive for approaching the U.S. Consulate in Urasoe.  The incident took place as the prefecture marked 51 years since its reversion to Japan from U.S. rule as residents’ frustrations continue over hosting the bulk of U.S. military bases in the country."
"explosion","2023-05-13","10:00:00","{""BeverlyHills"", ""California"", ""UnitedStates""}","https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvdHZzaG93Yml6L2FydGljbGUtMTIwODM2NzkvQXJpYW5hLU1hZGl4LWN1dHMtY2FzdWFsLWZpZ3VyZS13aGl0ZS1zd2VhdHN1aXQtbmVvbi15ZWxsb3ctc2xpcHBlcnMtTEEuaHRtbNIBhwFodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvdHZzaG93Yml6L2FydGljbGUtMTIwODM2NzkvYW1wL0FyaWFuYS1NYWRpeC1jdXRzLWNhc3VhbC1maWd1cmUtd2hpdGUtc3dlYXRzdWl0LW5lb24teWVsbG93LXNsaXBwZXJzLUxBLmh0bWw?oc=5&hl=en-US&gl=US&ceid=US:en","Mon 15 May 2023 02:07:37","Ariana Madix was spotted stepping out in Los Angeles on Saturday morning.  The 37-year-old Vanderpump Rules reality star put on a casual display in an off-white sweatshirt with the matching joggers as she headed out to run errands in Beverly Hills.  The bartender — who slammed Raquel Leviss in the explosive trailer for the season 10 reunion of the hit Bravo series — donned a pair of fluorescent neon yellow, fuzzy slippers.  For her outing, she threw up her platinum blonde tresses into a loose bun and sported a pair of cat-eye sunglasses.  As she stepped out of a car, the actress had her hands full with her cell phone and a portable mug.  Out and about: Ariana Madix, 37, was spotted stepping out in Los Angeles on Saturday morning. The Vanderpump Rules reality star put on a casual display in an off-white sweatshirt with the matching joggers as she headed out to run errands in Beverly Hills  The model was also seen toting around a mini backpack in a gray leather fabric and gold hardware.  She donned a dazzling diamond statement ring on her hand with a stunning, long, and taupe manicure.  The cocktail book author opted for a makeup-free look to showcase her natural beauty.  Earlier last week, fans of Vanderpump Rules caught a sneak peek of the tense season ten three-part reunion.  In the trailer, Madix called out her now-ex, Tom Sandoval, 39, and slammed his mistress for being 'diabolical, demented, and subhuman'.  The former pageant queen, 28, had admitted that having an affair her close friend's boyfriend of nearly a decade was 'super selfish'.  In response, Madix quickly clapped back and said: 'Selfish does not cover it.'  For the rest of the trailer, Madix and the rest of the cast fired no shortage of insults at Sandoval and his mistress.  Comfortable: For her outing, she threw up her platinum blonde tresses into a loose bun and sported a pair of cat-eye sunglasses. The model was also seen toting around a mini backpack in a gray leather fabric and gold hardware  Pop of color: The bartender — who slammed Raquel Leviss in the explosive trailer for the season ten reunion of the hit Bravo series — donned a pair of fluorescent neon yellow, fuzzy slippers  Radiant: She donned a dazzling diamond statement ring on her hand with a stunning, long, and taupe manicure  Hands full: As she stepped out of a car, the actress had her hands full with her cell phone and a portable mug  Tense: Earlier last week, fans of Vanderpump Rules caught a sneak peek of the tense season ten three-part reunion  Drama: In the trailer, Madix called out her now-ex, Tom Sandoval, 39, and slammed his mistress for being 'diabolical, demented, and subhuman'  In the preview, Madix also called her ex and his on-again, off-again lover 'f***ing rats' and said they shouldn't expect 'anything good coming for them.'  In the episode, James Kennedy, 31 — who was previously engaged to Leviss — also called Sandoval a 'backstabbing ho' for sleeping with his ex-fiancée.  After an explosive back-and-forth, Kennedy then fired back at Sandoval and called him 'a worm with a mustache' — which fans quickly took to social media to make into memes.  The first episode of the explosive reunion is set to premiere later this month on May 24."
